stop_id,stop_name,stop_lat,stop_lon,route_type,wheelchair_boarding
GRAM1,Grammoire,47.1835049,-1.47264466,3,2
MQDI2,Marquis de Dion,47.29708062,-1.48783384,3,1
PCTI2,Petit Chantilly,47.25456744,-1.60080097,3,1
PSIN2,Pasteur,47.20099051,-1.67881195,3,2
FDLE2,Fac de Lettres,47.24534499,-1.55189608,3,1
LPLE2,La Plée,47.19406263,-1.46209913,3,2
MLLI2,Mellinet,47.21180773,-1.57614305,3,1
SLAU2,St-Laurent,47.22304488,-1.59727625,3,1
TOTR1,Tortière,47.23528367,-1.54965441,3,2
SVIN1,Stévin,47.26003001,-1.63492735,3,1
CHGN1,Châtaigniers,47.22158519,-1.60185563,3,1
OSAN2,Ouessant,47.27004095,-1.44671917,3,2
ELIS2,Eglise,47.1685262,-1.72022138,3,1
SBAI2,St-Blaise,47.16734938,-1.46918571,3,1
MLHE2,Moulin Hérel,47.21959519,-1.63760228,3,1
ARMO2,Armorique,47.27152266,-1.44536593,3,2
RBHI2,René Bouhier,47.20983057,-1.57118465,3,2
LAHA2,La Haie,47.26127481,-1.47513441,3,2
RNIE1,Rinière,47.12902057,-1.63597141,3,2
LMAR2,La Marche,47.18061451,-1.65906019,3,1
MOUT2,Moutonnerie,47.21955608,-1.53341505,0,1
GSNO2,Gare Nord - Jardin des Plantes,47.21786296,-1.54278792,0,1
CPTE1,Chapelet,47.13205641,-1.64156579,3,1
GNRA2,Greneraie,47.19954325,-1.53352982,3,1
HODI4,Hôtel Dieu,47.21232473,-1.55296995,3,1
PMTR1,Pont de la Métairie,47.26243556,-1.44597452,3,1
PRRI2,Perrières,47.30941803,-1.55213445,3,1
CSGR2,Cassegrain,47.18788729,-1.4896028,3,2
MDEL1,Mandel,47.20259358,-1.53712696,3,2
DUTR1,Duguay Trouin,47.2243519,-1.61664783,3,1
IDFR1,Île de France,47.1693945,-1.46782946,3,1
PCPE2,Porte de La Chapelle,47.2598973,-1.55818304,3,1
XREZ2,Croix de Rezé,47.17936782,-1.55903253,3,1
ANGE1,Les Anges,47.27529891,-1.6371169,3,1
LSLL1,Les Salles,47.2502988,-1.53601858,3,2
KOUF3,Koufra,47.25034953,-1.53112554,3,1
DAVU1,Davum,47.26498319,-1.495992,3,2
SNUC1,Stade SNUC,47.22802113,-1.58069543,3,1
MQLI1,Mocquelière,47.23311306,-1.61898277,3,2
CJOS2,Cimetière St-Joseph,47.26818374,-1.52158608,3,1
LLOR2,La Lorie,47.23503261,-1.6565217,3,2
PSPO3,Parc des sports,47.26097802,-1.45051481,3,2
PRMI1,Pyramide,47.20802408,-1.49262732,3,1
BJOI2,Beaujoire,47.25876679,-1.52424813,0,1
TMSS2,Trémissinière,47.23861067,-1.54361195,3,1
BLOR2,Blordière,47.18000736,-1.53389432,3,2
LFER2,La Ferme,47.26421915,-1.68026466,3,1
LIBE1,Libération,47.177552,-1.67879249,3,2
TTMO2,Trentemoult,47.19193109,-1.58140098,3,1
VILE2,Violettes,47.19746803,-1.50924697,3,2
LYBR1,Lycée Brottier,47.1600527,-1.67738403,3,2
OCAN2,Océane,47.22740277,-1.63634184,3,1
RPSI2,Ripossière,47.19220882,-1.53501446,3,2
VTOU2,Vertou,47.16884943,-1.471132,3,1
LFLE1,Laurier Fleuri,47.18740847,-1.48430257,3,2
CTYY2,Coty,47.24901846,-1.4882701,3,1
TENA4,Tertre,47.21392173,-1.60665964,3,2
ARGO1,Argonautes,47.30241995,-1.48191405,3,1
LBPI1,L'Ébaupin,47.17158139,-1.50998036,3,1
AESP1,Aérospatiale,47.16079973,-1.58795401,3,2
HOSE2,Housseau,47.2808166,-1.49849606,3,1
NET10,Neustrie,47.17673263,-1.59404114,3,1
PHVE2,Pré Hervé,47.24364203,-1.51760802,3,2
MBOU2,Mairie de Bouguenais,47.17898229,-1.61877725,3,2
MTRA1,Mortrais,47.12802675,-1.61670813,3,1
LYPE1,Lycée Appert,47.25174247,-1.61132491,3,1
THAT2,Théatre,47.21632528,-1.72866232,3,2
MULI1,Mouline,47.32354309,-1.55300563,3,2
MPMN1,Melpomène,47.27757603,-1.50004475,3,2
CNON2,Chinon,47.27415244,-1.42923,3,2
LLGR2,Léo Lagrange,47.29699658,-1.55533558,3,1
BGLA3,Basse-Goulaine,47.21092041,-1.4648846,3,1
CRME1,Crémetterie,47.21823787,-1.60765992,3,1
LAGE2,Largeau,47.19497816,-1.51087961,3,2
MDRE2,Madoire,47.26510928,-1.63787569,3,2
GCHE9,Gachet,47.29412568,-1.52895472,4,1
SATR1,Sautron,47.26545283,-1.68384141,3,1
PLBL1,Port la Blanche,47.27163332,-1.51662289,3,1
DAKK1,Danemark,47.26096703,-1.49857486,3,2
TBLY1,Tabarly,47.19543571,-1.54882365,3,1
CLUE1,Clouet,47.1674894,-1.51085257,3,2
HBAN1,Hangar à Bananes,47.20028249,-1.57320183,3,1
BAVO1,Basse Orévière,47.22046457,-1.65898404,3,2
LHIE2,La Haie,47.29015052,-1.54255674,3,1
PPTR2,Papotière,47.23991578,-1.4973574,3,1
SEIL2,Seil,47.19434129,-1.57074217,3,2
RPBL4,République,47.20512291,-1.55577299,3,1
EUCA1,Europe,47.26015422,-1.50416415,3,2
VGAC4,Vincent Gâche,47.20587579,-1.54838298,3,1
ARGO2,Argonautes,47.30240342,-1.4818149,3,1
CAHL1,Charlière,47.32101197,-1.55055505,3,2
VGAC1,Vincent Gâche,47.20666724,-1.54841665,0,1
OTAG2,50 Otages,47.21993331,-1.55593842,0,1
POIT2,Poitou,47.22408956,-1.56521787,0,1
SPHI2,Saphirs,47.20499423,-1.65730546,3,1
CRQU3,Place du Cirque,47.2166694,-1.55684175,3,1
LSAL1,La Salle,47.21435046,-1.68910804,3,1
MPTA1,Maison Poitard,47.14664762,-1.64976027,3,2
PJOU1,Point du Jour,47.26489469,-1.44356868,3,1
JLVE6,Joliverie,47.18982268,-1.51928848,3,1
PLSS2,Plessis,47.26034286,-1.66000278,3,1
META2,Métairie,47.21380508,-1.69841717,3,1
GERA2,Géraudière,47.26171012,-1.5672204,3,2
PCBI2,Picabia,47.25451485,-1.57683731,3,2
TTMO1,Trentemoult,47.19147886,-1.58293891,3,2
PISE1,Pin Sec,47.24373676,-1.51808832,0,1
RTSC6,Recteur Schmitt,47.25272066,-1.55330558,3,2
JUME1,Jumelière,47.29430784,-1.48763799,3,2
LPBA1,Bac du Pellerin,47.20293814,-1.75489396,3,2
MDAR3,Maison des Arts,47.21111037,-1.61817959,3,1
CNAV1,Chantiers Navals,47.20891551,-1.56730464,0,1
AGVI1,Angevinière,47.24515933,-1.6123771,3,1
FACU2,Facultés,47.24565523,-1.55540772,0,1
PETR1,Pétrels,47.254233,-1.50709866,3,2
GRIM2,Grimm,47.21608583,-1.6466601,3,1
GAUT2,Gautellerie,47.1774718,-1.6021692,3,1
OQNE1,Ouche Quinet,47.19604002,-1.50445619,3,2
SINI1,Sinière,47.22547956,-1.67845679,3,1
FNLL1,Fresnel,47.24296311,-1.5232843,3,2
GURO3,Gustave Roch,47.20359881,-1.55204364,3,1
JDGA1,Jardins de Gaïa,47.15728414,-1.67822636,3,2
PIRF1,Pirmil,47.19691452,-1.54278645,3,1
CBEA3,Charbonneau,47.3008963,-1.48841022,3,2
XSYY1,Croisy,47.2541236,-1.62763862,3,2
MTYY3,Monty,47.27422207,-1.43297169,3,2
DRID1,Druides,47.23863028,-1.50740147,3,1
CNGO1,Congo,47.24067949,-1.60913535,3,1
SALE1,Salentine,47.24848662,-1.61026837,3,1
JFER2,Jules Ferry,47.25085808,-1.48743878,3,2
PRFO1,Profondine,47.19607639,-1.48844802,3,1
SILL1,Sillon de Bretagne,47.24558721,-1.60890231,0,1
LRHE2,Les Roches,47.2631191,-1.5803079,3,1
XBON1,Croix Bonneau,47.20964652,-1.59515578,0,1
JJCE1,Jean Jaurès,47.30127559,-1.5498006,3,2
FRRR1,Frères Rousseau,47.12618961,-1.62858085,3,2
BULA1,Butte des Landes,47.16038055,-1.49421494,3,2
BLVU4,Mendès France - Bellevue,47.20897015,-1.61143372,3,1
GMOL3,Guy Mollet,47.24944492,-1.55517566,3,2
RSNB2,Rosenberg,47.23563267,-1.65976553,3,2
CHME1,Charmes,47.19080176,-1.46099838,3,1
THCE2,Centre de Thouaré,47.26657767,-1.44159597,3,1
BCNY1,Bas-Chantenay,47.19827246,-1.58919017,3,1
RNLT1,Renault,47.26330519,-1.49542716,3,2
CMOU1,Clos du Moulin,47.1451351,-1.52115717,3,1
BOLL2,Bois Tillac,47.20017883,-1.77127662,3,2
PAJO1,Petit Anjou,47.20582906,-1.50456545,3,1
PBOT2,Poulbot,47.21324801,-1.64836954,3,1
MNFA2,Manufacture,47.2186977,-1.53773253,0,1
CANC2,Canclaux,47.21383536,-1.57489018,3,1
TJOI1,Toutes Joies,47.22110137,-1.57297174,3,2
ERDI4,Éraudière,47.24304181,-1.53487936,3,2
RPAR3,Rond-Point de Paris,47.23402862,-1.53649997,3,1
JTIC2,Justice,47.20944622,-1.63163529,3,1
GLOU2,Grange au Loup,47.26364531,-1.51568852,3,1
BDAN3,Bd des Anglais,47.22672232,-1.5829485,3,1
CMRA1,Cormerais,47.19475932,-1.62707891,3,1
TBER1,Tristan Bernard,47.20510511,-1.46431158,3,2
MDSI1,Mondésir,47.21781799,-1.56881354,3,2
LEBP1,L'Ebaupin,47.2842875,-1.44388449,3,2
GIBR2,Gibraye,47.20497394,-1.5175507,3,1
KERE1,Keren,47.24476601,-1.53331261,3,1
MOZI2,Monzie,47.20317728,-1.53961542,3,2
FBAU1,François Baudry,47.26250071,-1.67303819,3,1
MIMO2,Mimosas,47.24131235,-1.58760993,3,2
SYRM1,Syrma,47.27691233,-1.47059786,3,2
LYRI2,Lycée Rieffel,47.25545605,-1.64243254,3,1
MNFA1,Manufacture,47.21878485,-1.53712282,0,1
CVNI1,Chauvinière,47.25146581,-1.57206508,3,1
ESCA1,Escall,47.19937368,-1.50285072,3,1
MROT2,Moulin Rothard,47.19588722,-1.74111289,3,1
PSME1,Place St-Méen,47.31926513,-1.3473936,3,2
LFLE3,Laurier Fleuri,47.18785036,-1.48336175,3,1
BVDI1,Bouvardière,47.23848469,-1.59837766,3,2
RCAS4,René Cassin,47.26473866,-1.57401214,3,1
GOLF1,Golf,47.2365008,-1.60490733,3,2
GAIL1,Garillère,47.19249604,-1.52068079,3,1
CSTE2,Casterneau,47.22708303,-1.53271152,3,1
MRR99,Marrière,47.23720887,-1.52463041,3,1
RUET1,Ruette,47.23348776,-1.51080036,3,1
BILE1,Basse Île,47.19596508,-1.56213284,3,2
RREN2,Rond-Point de Rennes,47.23262166,-1.56524264,3,1
VARI1,Vincent Auriol,47.22180356,-1.59207915,3,1
TRCA2,Tréca,47.25023231,-1.50139595,3,2
PCDI1,Picaudière,47.27967119,-1.48513609,3,1
HAVE4,Halvêque,47.25890986,-1.51948668,3,1
PIRA1,Pirmil,47.19635779,-1.54254921,3,1
NBLA2,Noé Blanche,47.25760802,-1.50781756,3,2
BTEC1,Bretéché,47.22593127,-1.54751529,3,1
LFAU1,Les Faulx,47.15741869,-1.52257139,3,1
CDMA2,Champ de Manoeuvre,47.27230007,-1.49991344,3,2
TRNE1,Tribunes,47.2491223,-1.56852876,3,1
ZOLA1,Zola,47.21377298,-1.58610552,3,2
SAVA4,Savarières,47.2080728,-1.48918133,3,2
LBPI2,L'Ébaupin,47.17159737,-1.50982566,3,1
GGUI1,Gauguin,47.16666708,-1.55469861,3,1
BOND2,Bonde,47.22257673,-1.55209719,3,1
GERA4,Géraudière,47.26292754,-1.56770755,3,2
GCSO1,Glacisol,47.25165414,-1.50459584,3,1
ESCA2,Escall,47.19945444,-1.50331902,3,1
PTRE1,Portereau,47.19209512,-1.47585618,3,1
DROI1,Droitière,47.30820485,-1.37310032,3,2
MALL1,Mail,47.26905318,-1.61162839,3,2
DALB1,Dalby,47.22513188,-1.52982307,3,2
HCOU1,Hauts de Couëron,47.24055434,-1.66962425,3,2
ECBU2,Écobuts,47.19395228,-1.50758981,3,2
AECL1,Aéroclub,47.15932625,-1.59829534,3,2
GVNO1,Gare de Vertou Nord,47.18700435,-1.47831683,3,1
MSSI2,Mississipi,47.23705873,-1.6092927,3,2
GRVI2,Guerivières,47.2051795,-1.46732471,3,2
PGTI1,Plinguetière,47.13292769,-1.61368947,3,1
MLNE2,Moulinets,47.20994213,-1.62921352,3,1
LCSE1,La Close,47.2408716,-1.57271903,3,1
MDSI2,Mondésir,47.21771408,-1.56906241,3,2
TRNE2,Tribunes,47.24997745,-1.56870233,3,1
MNOT2,Minoterie,47.21682889,-1.72160645,3,1
CMOU2,Clos du Moulin,47.14516318,-1.52131364,3,1
SLCE1,Ste-Luce,47.25034078,-1.4848953,3,1
GAGN1,Gagnerie,47.23223866,-1.50712589,3,1
RBNI2,Robinière,47.16477959,-1.53617714,3,2
CLET1,Clétras,47.25544747,-1.51078671,3,2
PPSI2,Petit Plessis,47.30151645,-1.38647413,3,2
SILL2,Sillon de Bretagne,47.24560621,-1.60839978,0,1
CTRE2,Chantrerie - Grandes Écoles,47.28163711,-1.51695782,3,1
CMSY1,Carrière Misery,47.19982789,-1.58022151,3,2
MALL2,Mail,47.26906222,-1.61136441,3,2
JPTR1,Jupiter,47.28437682,-1.45579165,3,2
PBFF1,Paimboeuf,47.17633603,-1.62053282,3,1
CDAN5,Chêne des Anglais,47.26141504,-1.57454825,3,1
VIVI2,Viviers,47.17294002,-1.48407711,3,1
FADI1,Fardière,47.19849292,-1.60689188,3,1
HFVE2,Haute Forêt,47.16798217,-1.46537972,3,1
GLDE2,Grande Lande,47.19222248,-1.49755349,3,2
XBON2,Croix Bonneau,47.20964339,-1.59580189,0,1
EVET2,École Vétérinaire,47.29088669,-1.523448,3,1
HMLL1,Houmaille,47.18902365,-1.58693163,3,2
RDIE2,Rouaudière,47.29424103,-1.58456632,3,2
MAAR2,Maillardière,47.27390876,-1.63411928,3,1
CVDO2,Cimetière Vieux Doulon,47.23848075,-1.50061605,3,1
HAL98,Haluchère - Batignolles,47.24916098,-1.52334816,3,1
CLBO1,Clos Bonnet,47.18943855,-1.56392208,3,2
DMAI2,Domaine,47.17842274,-1.46972715,3,2
RTSC5,Recteur Schmitt,47.25317113,-1.55287405,3,2
LCOG1,La Cogne,47.28761252,-1.55675793,3,1
OMRL4,Orvault Morlière,47.24705784,-1.6034555,3,1
PTPS1,Printemps,47.18848044,-1.50028186,3,2
LMRI1,Lamoricière,47.21444879,-1.57239308,3,1
BDRI1,Bourderies,47.2066332,-1.59590977,3,1
TMET1,Trois Métairies,47.17637454,-1.50156206,3,1
PCLO2,Petit Clos,47.20528749,-1.51000057,3,1
SEIL1,Seil,47.19384989,-1.57081068,3,2
BCGA3,Bd Charles Gautier,47.22282066,-1.6071583,3,1
SLDA3,Solidarité,47.21716363,-1.58746721,3,1
GMAR2,Gare Maritime,47.20706572,-1.57338159,0,1
JAL98,Jalière,47.26429759,-1.59694372,3,1
BIGN1,Bignons,47.19972366,-1.49352665,3,2
PHTR2,Parc Chantrerie,47.28615181,-1.52092464,3,1
MTEI2,Monteil,47.21413456,-1.54895359,3,1
LALL2,Lallié,47.22673376,-1.54641933,3,1
CFOI2,Champ de Foire,47.12460773,-1.61856478,3,1
BDOU2,Bd de Doulon,47.22432181,-1.52018349,0,1
FDDR3,Fac de Droit,47.24375317,-1.5519602,3,1
MONE3,Moinet,47.26466932,-1.49239861,3,2
BEDR1,Bel Endroit,47.15324025,-1.63553094,3,2
FRAC1,Frachon,47.21898135,-1.62020775,0,1
MDOU2,Mairie de Doulon,47.22664991,-1.5188124,0,1
MLON2,Mulonnière,47.26553025,-1.54995093,3,1
CMUS1,Camus,47.21916021,-1.57268578,3,1
MSHE1,Mairie de St-Herblain,47.21088261,-1.64876308,3,1
LFLE4,Laurier Fleuri,47.18839405,-1.48369649,3,1
POIT1,Poitou,47.2243849,-1.56556597,0,1
BDOU3,Bd de Doulon,47.22439761,-1.52020614,3,1
NRDA4,Neruda,47.21729976,-1.61288127,3,1
BUSS2,Buisson,47.25993503,-1.48761317,3,2
MCUR1,Madame Curie,47.18913046,-1.55431015,3,1
CCDI2,Cochardières,47.22908017,-1.63439971,3,2
VDUR2,Verdure,47.19547374,-1.65327018,3,1
TOSC2,Toscane,47.28325066,-1.54836778,3,1
APAV1,Apave,47.2257024,-1.64766184,3,1
ROET1,Rouet,47.14822135,-1.52146259,3,1
PSEV1,Parc de la Sèvre,47.16437291,-1.47922297,3,2
AFRA2,Anatole France,47.22367057,-1.57162985,3,2
VISO2,Vison,47.24443506,-1.50990707,3,1
COME3,Commerce,47.21446117,-1.55574253,3,1
PISE2,Pin Sec,47.24339597,-1.51807169,0,1
SNIC2,St-Nicolas,47.2155727,-1.56045659,3,1
VCSO2,Vaucanson,47.2127483,-1.58133128,3,1
CCOU2,Champ de Courses,47.2449901,-1.56192605,3,1
MKSU2,Malakoff,47.2160073,-1.5212523,3,1
RABI1,Rabine,47.26141125,-1.64348447,3,2
GMDR2,Grimaudière,47.29441964,-1.54533963,3,2
BLEM1,Belem,47.26561338,-1.45301035,3,2
CSIB1,Clos Siban,47.21016184,-1.64590316,3,1
CRPO1,Criport,47.15788894,-1.50358065,3,2
SSEB1,St-Sébastien,47.20751919,-1.50290124,3,1
FERI4,Ferrière,47.2444801,-1.59072969,3,1
FERI1,Ferrière,47.24341423,-1.59150713,0,1
CTOR2,Clos Toreau,47.1941152,-1.52907028,3,1
AMER1,Américains,47.23607974,-1.56826271,3,1
SJEA1,St-Jean,47.19173674,-1.52363987,3,2
GRMA2,Grimau,47.22832018,-1.65486489,3,2
BIAN1,Aristide Briand,47.29642182,-1.4949896,3,1
HALE2,Haluchère - Batignolles,47.24871997,-1.5222357,0,1
SCLE1,St-Clément,47.2222373,-1.54667067,3,1
HILE1,Haute Île,47.19391139,-1.55545183,3,2
SFRA1,San Francisco,47.21769021,-1.51647205,3,1
MNIE1,Moulinier,47.13542018,-1.6657614,3,2
LGAR1,La Garde,47.25528696,-1.50844302,3,2
GLIE3,Gilière,47.2997578,-1.55277499,3,1
LGTH1,Lagathu,47.18036592,-1.53654374,3,1
MLCH1,Morlachère,47.16175731,-1.48259534,3,2
RTPA1,Route de Paris,47.26670738,-1.48580083,3,1
JMAC2,Jean Macé,47.20054535,-1.5892829,3,1
BGLA5,Basse-Goulaine,47.21053568,-1.46611815,3,1
GRET1,Gare de l'État,47.20400222,-1.56017697,3,1
CRPO2,Criport,47.15833439,-1.50356505,3,2
PDCE3,Pont du Cens,47.24893386,-1.57703594,3,1
PPDO2,Pompidou,47.2093962,-1.52752557,3,1
JBNA1,Jeanne Bernard,47.23527429,-1.59133638,3,1
LFVR2,Lefeuvre,47.26684117,-1.49504293,3,2
XTRU2,Croix Truin,47.1913404,-1.7117374,3,1
BLZZ3,Berlioz,47.23967399,-1.5715153,3,1
WATT2,Wattignies,47.20379747,-1.54642021,0,1
MBRU1,Moulin Brûlé,47.25967731,-1.6551887,3,2
DOC99,Doucet,47.27792657,-1.63265892,3,1
HALF1,Haluchère - Batignolles,47.2492907,-1.52356254,3,1
ATAR2,Antarès,47.28170935,-1.45976056,3,2
HDIE2,Haudrière,47.15448516,-1.4676472,3,2
GCAR2,Grand Carcouët,47.23156749,-1.59288364,3,1
BDOU6,Bd de Doulon,47.2238294,-1.51977252,3,1
TZEL2,Touzelles,47.20853891,-1.46655776,3,1
SAVA1,Savarières,47.20862083,-1.48968309,3,1
OLVE1,Oliveraie,47.18796569,-1.53045998,3,2
ADEL3,Aimé Delrue,47.20917361,-1.5500512,3,2
CRQU1,Place du Cirque,47.21711901,-1.55710316,0,1
ONCH1,Onchères,47.20272376,-1.46709862,3,2
PMAR2,Pont Marchand,47.260635,-1.63127171,3,1
GULO3,Guilloterie,47.16986818,-1.5604216,3,1
PALL2,Pont Allard,47.19678084,-1.66642936,3,1
BGVI1,Bougainville,47.198978,-1.58357404,3,2
ABOL2,Adrienne Bolland,47.26792095,-1.47680712,3,1
TLSA1,Talensac,47.22152613,-1.55603184,3,2
CTEU2,Caboteurs,47.18646655,-1.58743518,3,2
GMDR9,Grimaudière,47.29204395,-1.53587026,4,1
NRCA2,Noë Rocard,47.16336555,-1.4906055,3,2
NIZA2,Nizan,47.20559816,-1.55135367,3,1
CTIE1,Châtelier,47.18466462,-1.59313067,3,2
HREG1,Hôtel de Région,47.21032136,-1.52625744,3,1
GBNI1,Guiblinière,47.2922913,-1.52033411,3,2
VDNI2,Ville au Denis,47.16275335,-1.62704885,3,1
LSOU2,La Source,47.3055403,-1.55172103,3,1
BOFA1,Bouffay,47.21459782,-1.55209491,0,1
TDGA2,Tredégar,47.25472192,-1.60366184,3,1
BAVO2,Basse Orévière,47.22038027,-1.65886933,3,2
TPCH1,Terpsichore,47.28240769,-1.50232396,3,1
PAPO2,Parc Potager,47.23613124,-1.52273436,3,1
TBAU2,Thébaudières,47.31063395,-1.35899287,3,1
CHER1,La Cochère,47.20271109,-1.77821459,3,2
MAI82,8 Mai,47.18927594,-1.55168223,0,1
LSLL2,Les Salles,47.2503831,-1.53608288,3,2
MBLA1,Mont Blanc,47.1767804,-1.55588276,3,2
PREU2,Preux,47.22113951,-1.61243234,3,1
BLOR1,Blordière,47.17994075,-1.53381289,3,2
PTNE2,Platanes,47.24528935,-1.52514381,3,1
PLGU2,Pouliguen,47.24028613,-1.54221267,3,2
QTNE2,Quintaine,47.21669592,-1.46245832,3,1
PRZE1,Porte de Rezé,47.15714857,-1.54076842,3,1
MVSI1,Mauvoisins,47.19026369,-1.52556172,3,1
LMNE2,Lemoine,47.23540151,-1.54752074,3,2
SBLL1,Sébilleau,47.20512652,-1.53183756,3,1
CZIN1,Chézine,47.23375586,-1.59901753,3,2
SFE58,St-Félix,47.23120426,-1.55660399,3,2
AURR1,Aurore,47.26488128,-1.58093056,3,2
LONG2,Longchamp,47.23491246,-1.58217215,0,1
GRPO2,Gripots,47.19246983,-1.49176824,3,1
ALDE1,Allende,47.17543375,-1.62390587,3,1
TENA2,Tertre,47.2147524,-1.60831111,0,1
CANC3,Canclaux,47.21488652,-1.57470265,3,1
ECSU6,École Centrale - Audencia,47.24795904,-1.55193937,3,1
UTCH1,Utrecht,47.2833362,-1.5521117,3,2
GDCH2,Gare de Chantenay,47.19775749,-1.59367446,3,1
MLLI3,Mellinet,47.21177064,-1.57792477,3,1
AGBE2,L'Angebert,47.14069622,-1.45556468,3,2
BOVR1,Bouvre,47.17803178,-1.61246001,3,2
SSTA2,St-Stanislas,47.22282061,-1.55698538,3,1
PPLI1,Peupliers,47.19936438,-1.4973965,3,1
FERI2,Ferrière,47.2430916,-1.59164478,0,1
MGUA1,Mainguais,47.2826893,-1.4854843,3,1
PPDO1,Pompidou,47.2092174,-1.5282647,3,1
MGNO1,Mignonnerie,47.24369334,-1.48304615,3,2
EPEL1,Écoles,47.19778954,-1.75932156,3,1
VALL1,Vallée,47.25084294,-1.57662145,3,1
MDPO4,Moulin de Porterie,47.27552401,-1.51344028,3,2
EUCA2,Europe,47.26112678,-1.50278804,3,2
CHBE1,Chambelles,47.23162916,-1.53062861,3,1
PMTR3,Pont de la Métairie,47.26250081,-1.44730738,3,1
LCAR3,Le Cardo,47.26176443,-1.58423332,3,1
CSCL2,Cimetière St-Clair,47.2168196,-1.593704,3,1
ESAV2,ESAT Vertonne,47.18416052,-1.48200199,3,1
JNIG1,Jean Ingres,47.22213834,-1.59602236,3,1
GIQU1,Gicquelière,47.25810214,-1.45838705,3,1
NBLA1,Noé Blanche,47.25656666,-1.50720295,3,2
HALF2,Haluchère - Batignolles,47.24915172,-1.52332897,3,1
SYRM2,Syrma,47.27709802,-1.47037422,3,2
RTSC2,Recteur Schmitt,47.25178107,-1.55256392,0,1
DEMO2,Desmoulins,47.23346032,-1.52126958,3,1
BCGA1,Bd Charles Gautier,47.22207394,-1.60729098,3,1
CHVE2,Chauvais,47.33678097,-1.57361432,3,2
MAGA2,Gare de Mauves,47.29319126,-1.38983847,3,1
FRCH1,Fraîches,47.17450971,-1.48942481,3,1
ISLE1,Islettes,47.26333052,-1.47615418,3,2
EUVE2,Europe,47.17308369,-1.47653653,3,1
MORH2,Morrhonnière - Petit Port,47.24131768,-1.55647405,0,1
MOCT2,Moulin Collet,47.20030957,-1.76609112,3,1
EDIP2,Edith Piaf,47.22833255,-1.6240597,3,1
BISS1,Bossis,47.21256368,-1.71292957,3,2
BHAR2,Bois Hardy,47.19812396,-1.60000881,3,1
WBDT1,Willy Brandt,47.17291989,-1.56315593,3,1
NETR5,Neustrie,47.17679998,-1.59380964,3,1
CBTE2,Choblèterie,47.13621557,-1.46159998,3,2
GMAR4,Gare Maritime,47.20622672,-1.57342205,3,1
MDPO1,Moulin de Porterie,47.27590166,-1.51235192,3,1
BOGE1,Bourgeonnière,47.2532561,-1.56004192,0,1
DOME1,Doumer,47.22183774,-1.57826351,3,2
RNLT2,Renault,47.26341561,-1.49570894,3,1
OMRL2,Orvault Morlière,47.24711624,-1.60306431,0,1
ARO93,Armor,47.23103865,-1.63182642,3,1
CRME2,Crémetterie,47.21827419,-1.60833549,3,1
AGBE1,L'Angebert,47.14056117,-1.45575443,3,2
MCAS2,Moulin Cassé,47.25662153,-1.46847425,3,1
LHPI1,L'Hôpitau,47.27195941,-1.55165176,3,1
NILL2,Nil,47.24164709,-1.60752179,3,1
DOTT2,Douettée,47.20779673,-1.49911086,3,1
BILE2,Basse Île,47.19568871,-1.56324647,3,2
LMTA2,La Montagne,47.18846838,-1.68921079,3,1
CAIO2,Caillou Blanc,47.2989586,-1.58531115,3,1
BATI2,Batignolles,47.25556045,-1.53003021,3,1
CHNI2,Charbonnière,47.26383545,-1.64177553,3,1
MREZ2,Mairie de Rezé,47.19128907,-1.56986003,3,2
LFER1,La Ferme,47.26415792,-1.67941057,3,1
APAV2,Apave,47.22537146,-1.64749042,3,1
VEGE1,Verger,47.29310263,-1.49706413,3,2
STPI1,St-Pierre,47.21813713,-1.5519437,3,1
APER2,Ampère,47.3020421,-1.50792283,3,1
CHVE1,Chauvais,47.33740081,-1.57166574,3,2
BDEL2,Baudelaire,47.23393631,-1.59256577,3,2
AQUI1,Aquitaine,47.20988552,-1.6149736,3,1
CAUX4,Château d'Aux,47.18489247,-1.6744678,3,2
RPAR1,Rond-Point de Paris,47.23432626,-1.53541474,3,1
FFAU4,Félix Faure,47.22774361,-1.57005655,3,1
BOGE4,Bourgeonnière,47.25294296,-1.5613128,3,1
MTEI1,Monteil,47.2139689,-1.5495126,3,1
BSEJ1,Beauséjour,47.23829509,-1.58726553,0,1
FOTA1,Fontaine,47.20538867,-1.48935154,3,1
RLON2,Rennes - Longchamp,47.23798111,-1.56985623,3,1
MGEL1,Margelle,47.27275502,-1.59419306,3,2
BGOG2,Bourgogne,47.24634147,-1.5892845,3,1
BGCY1,Beaugency,47.20327126,-1.48997589,3,1
MRRI2,Marrière,47.23752857,-1.52430835,3,2
BNON2,Bignon,47.24908175,-1.59775547,0,1
ARMO1,Armorique,47.27143538,-1.44489664,3,2
FRET2,Forêt,47.24427002,-1.57552805,3,1
VEAG1,Véga,47.28002103,-1.46358168,3,2
SEC59,Schoelcher,47.22049773,-1.62761106,3,1
PBFF2,Paimboeuf,47.17660364,-1.61914048,3,1
BRLN1,Berlin,47.21653641,-1.53622373,3,1
SAIG2,St-Aignan,47.2082226,-1.5783829,3,1
IROI1,Iroise,47.24834655,-1.53641021,3,1
MGAL2,Marie Galante,47.26410837,-1.45081994,3,2
LRAY1,Le Gray 1,47.28419403,-1.58684812,3,2
TRIA1,Trianon,47.27323928,-1.43047033,3,1
FALI1,Fallières,47.22500874,-1.57938539,3,1
